conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
INTEGRITY:1,Location,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
INTEGRITY:2,Design,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
INTEGRITY:3,Setting,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
INTEGRITY:4,Materials,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
INTEGRITY:5,Workmanship,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
INTEGRITY:6,Feeling,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
INTEGRITY:7,Association,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
INTEGRITY:8,Unknown,,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
