conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
HISTORIC_DISTRICT_TYPE:1,Historic District,,HERITAGE_RESOURCE_GROUP_TYPE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
HISTORIC_DISTRICT_TYPE:2,Cultural Landscape,,HERITAGE_RESOURCE_GROUP_TYPE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
HISTORIC_DISTRICT_TYPE:3,Cemetery,,HERITAGE_RESOURCE_GROUP_TYPE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
HISTORIC_DISTRICT_TYPE:4,Heritage Area,,HERITAGE_RESOURCE_GROUP_TYPE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
